ensg_b,symbol,name
ENSG00000270174,LOC101927950,uncharacterized LOC101927950
ENSG00000270175,,
ENSG00000270177,PPP2CA-DT,PPP2CA divergent transcript
ENSG00000270179,,
ENSG00000270190,,
ENSG00000270194,GOLGA4-AS1,GOLGA4 antisense RNA 1
ENSG00000270231,NBPF8,NBPF member 8
ENSG00000270255,,
ENSG00000270259,,
ENSG00000270285,RPS27P30,ribosomal protein S27 pseudogene 30
ENSG00000270307,MTATP6P2,MT-ATP6 pseudogene 2
ENSG00000270321,,
ENSG00000270344,POC1B-AS1,POC1B antisense RNA 1
ENSG00000270362,HMGN3-AS1,HMGN3 antisense RNA 1
ENSG00000270379,HEATR9,HEAT repeat containing 9
ENSG00000270387,RFPL4AP4,ret finger protein like 4A pseudogene 4
ENSG00000270392,PFN1P2,profilin 1 pseudogene 2
ENSG00000270409,,
ENSG00000270419,CAHM,colon adenocarcinoma hypermethylated
ENSG00000270421,,
ENSG00000270426,,
ENSG00000270433,H3P37,H3 histone pseudogene 37
ENSG00000270490,LETM1P1,leucine zipper and EF-hand containing transmembrane protein 1 pseudogene 1
ENSG00000270497,,
ENSG00000270504,,
ENSG00000270550,IGHV3-30,immunoglobulin heavy variable 3-30
ENSG00000270554,EIF3EP4,EIF3E pseudogene 4
ENSG00000270562,FOXP1-DT,FOXP1 divergent transcript
ENSG00000270571,TACR1-AS1,TACR1 antisense RNA 1
ENSG00000270585,SNX2P1,sorting nexin 2 pseudogene 1
ENSG00000270589,,
ENSG00000270605,ATP5IF1-AS1,ATP5IF1 antisense RNA 1
ENSG00000270607,LEISA1,lncRNA enhancing IL-6/STAT3 signaling activation 1
ENSG00000270629,NBPF14,NBPF member 14
ENSG00000270641,TSIX,"TSIX transcript, XIST antisense RNA"
ENSG00000270647,TAF15,TATA-box binding protein associated factor 15
ENSG00000270661,,
ENSG00000270672,,
ENSG00000270673,YTHDF3-DT,YTHDF3 divergent transcript
ENSG00000270681,SH3D19-AS1,SH3D19 antisense RNA 1
ENSG00000270689,BUD13P1,BUD13 homolog pseudogene 1
ENSG00000270722,RNVU1-31,"RNA, variant U1 small nuclear 31"
ENSG00000270760,,
ENSG00000270765,GAS2L2,growth arrest specific 2 like 2
ENSG00000270804,UBE2CP5,ubiquitin conjugating enzyme E2 C pseudogene 5
ENSG00000270820,USP34-DT,USP34 divergent transcript
ENSG00000270823,,
ENSG00000270832,CMPK1P2,CMPK1 pseudogene 2
ENSG00000270863,DDX55P1,DEAD-box helicase 55 pseudogene 1
ENSG00000270871,,
ENSG00000270885,RASL10B,RAS like family 10 member B
ENSG00000270890,,
ENSG00000270953,,
ENSG00000270959,LPP-AS2,LPP antisense RNA 2
ENSG00000270964,MAP2K5-DT,MAP2K5 divergent transcript
ENSG00000270977,,
ENSG00000271009,,
ENSG00000271049,,
ENSG00000271064,,
ENSG00000271075,,
ENSG00000271122,HERPUD2-AS1,HERPUD2 antisense RNA 1
ENSG00000271147,,
ENSG00000271204,,
ENSG00000271208,,
ENSG00000271216,LINC01050,long intergenic non-protein coding RNA 1050
ENSG00000271239,,
ENSG00000271270,TMCC1-DT,TMCC1 divergent transcript
ENSG00000271303,SRXN1,sulfiredoxin 1
ENSG00000271327,,
ENSG00000271334,LINC02104,long independently transcribed non-coding RNA 2104
ENSG00000271335,CCNY-AS1,CCNY antisense RNA 1
ENSG00000271344,,
ENSG00000271425,NBPF10,NBPF member 10
ENSG00000271437,,
ENSG00000271447,MMP28,matrix metallopeptidase 28
ENSG00000271474,UNC5C-AS1,UNC5C antisense RNA 1
ENSG00000271500,,
ENSG00000271503,CCL5,C-C motif chemokine ligand 5
ENSG00000271533,,
ENSG00000271538,LINC02427,long intergenic non-protein coding RNA 2427
ENSG00000271553,,
ENSG00000271584,LINC02550,long independently transcribed non-coding RNA 2550
ENSG00000271590,,
ENSG00000271596,,
ENSG00000271601,LIX1L,limb and CNS expressed 1 like
ENSG00000271605,MILR1,mast cell immunoglobulin like receptor 1
ENSG00000271614,ATP2B1-AS1,ATP2B1 antisense RNA 1
ENSG00000271639,PPFIA1P1,PPFIA1 pseudogene 1
ENSG00000271643,PDCD6IP-DT,PDCD6IP divergent transcript
ENSG00000271646,IRF2-DT,IRF2 divergent transcript
ENSG00000271664,,
ENSG00000271670,,
ENSG00000271736,LINC02772,long independently transcribed non-coding RNA 2772
ENSG00000271743,,
ENSG00000271780,,
ENSG00000271789,,
ENSG00000271795,,
ENSG00000271811,,
ENSG00000271826,PLS3-AS1,PLS3 antisense RNA 1
ENSG00000271828,,
ENSG00000271843,,
ENSG00000271851,,
ENSG00000271857,,
ENSG00000271862,,
ENSG00000271869,DCTN6-DT,DCTN6 divergent transcript
ENSG00000271870,,
ENSG00000271913,TAGAP-AS1,TAGAP antisense RNA 1
ENSG00000271918,COMMD10-AS1,COMMD10 antisense RNA 1
ENSG00000271933,,
ENSG00000271936,,
ENSG00000271943,TPM4P2,TPM4 pseudogene 2
ENSG00000271945,LOC105377862,uncharacterized LOC105377862
ENSG00000271964,,
ENSG00000271971,,
ENSG00000271976,,
ENSG00000271978,,
ENSG00000271984,,
ENSG00000271996,,
ENSG00000272008,LOC124901355,translation initiation factor IF-2-like
ENSG00000272021,,
ENSG00000272031,ANKRD34A,ankyrin repeat domain 34A
ENSG00000272033,,
ENSG00000272034,SNORD14A,"small nucleolar RNA, C/D box 14A"
ENSG00000272037,,
ENSG00000272040,,
ENSG00000272047,GTF2H5,general transcription factor IIH subunit 5
ENSG00000272054,,
ENSG00000272070,,
ENSG00000272072,,
ENSG00000272077,,
ENSG00000272078,CASZ1-AS1,CASZ1 antisense RNA 1
ENSG00000272084,,
ENSG00000272086,GOLPH3-DT,GOLPH3 divergent transcript
ENSG00000272087,,
ENSG00000272092,,
ENSG00000272106,,
ENSG00000272109,,
ENSG00000272129,,
ENSG00000272140,,
ENSG00000272142,LYRM4-AS1,LYRM4 antisense RNA 1
ENSG00000272143,FGF14-AS2,FGF14 antisense RNA 2
ENSG00000272144,,
ENSG00000272145,NFYC-AS1,NFYC antisense RNA 1
ENSG00000272150,NBPF25P,"NBPF member 25, pseudogene"
ENSG00000272168,LOC105374971,uncharacterized LOC105374971
ENSG00000272195,EFCAB2-AS1,EFCAB2 antisense RNA 1
ENSG00000272211,,
ENSG00000272219,,
ENSG00000272221,MICA-AS1,MICA antisense RNA 1
ENSG00000272256,,
ENSG00000272269,NUP153-AS1,NUP153 antisense RNA 1
ENSG00000272273,IER3-AS1,IER3 antisense RNA 1
ENSG00000272277,,
ENSG00000272288,ILRUN-AS1,ILRUN antisense RNA 1
ENSG00000272308,,
ENSG00000272316,,
ENSG00000272320,,
ENSG00000272321,,
ENSG00000272325,NUDT3,nudix hydrolase 3
ENSG00000272333,KMT2B,lysine methyltransferase 2B
ENSG00000272335,,
ENSG00000272341,,
ENSG00000272345,,
ENSG00000272356,REV3L-AS1,REV3L antisense RNA 1
ENSG00000272368,,
ENSG00000272374,SCUBE3-AS1,SCUBE3 antisense RNA 1
ENSG00000272381,LINC02664,long independently transcribed non-coding RNA 2664
ENSG00000272382,,
ENSG00000272391,POM121C,POM121 transmembrane nucleoporin C
ENSG00000272398,CD24,CD24 molecule
ENSG00000272402,,
ENSG00000272412,RN7SL778P,"RNA, 7SL, cytoplasmic 778, pseudogene"
ENSG00000272419,LINC01145,long intergenic non-protein coding RNA 1145
ENSG00000272447,LOC642361,uncharacterized LOC642361
ENSG00000272449,,
ENSG00000272455,MRPL20-DT,MRPL20 divergent transcript
ENSG00000272462,LINC02980,long independently transcribed non-coding RNA 2980
ENSG00000272476,,
ENSG00000272482,,
ENSG00000272483,,
ENSG00000272491,,
ENSG00000272498,,
ENSG00000272501,,
ENSG00000272502,SNTB1-AS1,SNTB1 antisense RNA 1
ENSG00000272505,,
ENSG00000272506,,
ENSG00000272512,,
ENSG00000272518,,
ENSG00000272523,LINC01023,long intergenic non-protein coding RNA 1023
ENSG00000272529,,
ENSG00000272533,SNORA28,"small nucleolar RNA, H/ACA box 28"
ENSG00000272540,,
ENSG00000272556,GTF2IP13,general transcription factor IIi pseudogene 13
ENSG00000272574,,
ENSG00000272578,GUSBP11,GUSB pseudogene 11
ENSG00000272588,,
ENSG00000272599,,
ENSG00000272602,ZNF595,zinc finger protein 595
ENSG00000272604,EFCAB10-AS1,EFCAB10 antisense RNA 1
ENSG00000272610,MAGI1-IT1,MAGI1 intronic transcript 1
ENSG00000272620,AFAP1-AS1,AFAP1 antisense RNA 1
ENSG00000272622,,
ENSG00000272625,,
ENSG00000272630,,
ENSG00000272631,,
ENSG00000272636,DOC2B,double C2 domain beta
ENSG00000272645,GTF2IP20,general transcription factor IIi pseudogene 20
ENSG00000272654,JTB-DT,JTB divergent transcript
ENSG00000272655,POLR2J4,RNA polymerase II subunit J4 (pseudogene)
ENSG00000272667,,
ENSG00000272668,LOC124904434,uncharacterized LOC124904434
ENSG00000272669,,
ENSG00000272674,PCDHB16,protocadherin beta 16
ENSG00000272686,WASL-DT,WASL divergent transcript
ENSG00000272690,LINC02018,long independently transcribed non-coding RNA 2018
ENSG00000272692,,
ENSG00000272695,GAS6-DT,GAS6 divergent transcript
ENSG00000272701,MESTIT1,"MEST intronic transcript 1, antisense RNA"
ENSG00000272702,,
ENSG00000272711,HK2-DT,HK2 divergent transcript
ENSG00000272717,,
ENSG00000272734,ADIRF-AS1,ADIRF antisense RNA 1
ENSG00000272750,,
ENSG00000272754,,
ENSG00000272758,WDR5B-DT,WDR5B divergent transcript
ENSG00000272767,JMJD1C-AS1,JMJD1C antisense RNA 1
ENSG00000272768,,
ENSG00000272777,,
ENSG00000272787,,
ENSG00000272807,,
ENSG00000272812,,
ENSG00000272824,,
ENSG00000272825,,
ENSG00000272834,MRTFA-AS2,MRTFA antisense RNA 2
ENSG00000272836,,
ENSG00000272843,,
ENSG00000272848,,
ENSG00000272849,,
ENSG00000272870,SAP30-DT,SAP30 divergent transcript
ENSG00000272886,DCP1A,decapping mRNA 1A
ENSG00000272888,CHASERR,CHD2 adjacent suppressive regulatory RNA
ENSG00000272894,MIOS-DT,MIOS divergent transcript
ENSG00000272899,SPMIP1,sperm microtubule inner protein 1
ENSG00000272902,TBC1D8-AS1,TBC1D8 antisense RNA 1
ENSG00000272906,,
ENSG00000272913,LINC03052,long independently transcribed non-coding RNA 3052
ENSG00000272918,,
ENSG00000272923,,
ENSG00000272941,,
ENSG00000272953,,
ENSG00000272970,LOC107986163,uncharacterized LOC107986163
ENSG00000272977,,
ENSG00000272983,,
ENSG00000272990,,
ENSG00000272994,C2orf49-DT,C2orf49 divergent transcript
ENSG00000273002,ARHGEF2-AS2,ARHGEF2 antisense RNA 2
ENSG00000273004,,
ENSG00000273007,,
ENSG00000273008,CSGALNACT2-DT,CSGALNACT2 divergent transcript
ENSG00000273015,LINC00938,long intergenic non-protein coding RNA 938
ENSG00000273018,FAM106A,family with sequence similarity 106 member A
ENSG00000273033,LINC02035,long independently transcribed non-coding RNA 2035
ENSG00000273038,,
ENSG00000273055,,
ENSG00000273058,,
ENSG00000273061,CDC37L1-DT,CDC37L1 divergent transcript
ENSG00000273062,RALGPS2-AS1,RALGPS2 antisense RNA 1
ENSG00000273064,,
ENSG00000273066,,
ENSG00000273079,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B
ENSG00000273084,LINC03073,long intergenic non-protein coding RNA 3073
ENSG00000273108,,
ENSG00000273117,INSIG1-DT,INSIG1 divergent transcript
ENSG00000273123,,
ENSG00000273136,NBPF26,NBPF member 26
ENSG00000273141,,
ENSG00000273142,LINC02604,long intergenic non-protein coding RNA 2604
ENSG00000273145,LOC124905134,uncharacterized LOC124905134
ENSG00000273148,LCDR,lysosome cell death regulator
ENSG00000273151,GET4-AS1,GET4 antisense RNA 1
ENSG00000273156,,
ENSG00000273179,SPON2-AS1,SPON2 antisense RNA 1
ENSG00000273186,,
ENSG00000273188,,
ENSG00000273199,,
ENSG00000273203,,
ENSG00000273218,,
ENSG00000273226,,
ENSG00000273230,,
ENSG00000273234,OR2A13P,olfactory receptor family 2 subfamily A member 13 pseudogene
ENSG00000273247,RAB33B-AS1,RAB33B antisense RNA 1
ENSG00000273253,TRABD-AS1,TRABD antisense RNA 1
ENSG00000273254,,
ENSG00000273258,,
ENSG00000273264,,
ENSG00000273270,LINC03072,long intergenic non-protein coding RNA 3072
ENSG00000273271,,
ENSG00000273284,,
ENSG00000273295,,
ENSG00000273297,LINC03060,long independently transcribed non-coding RNA 3060
ENSG00000273302,,
ENSG00000273306,,
ENSG00000273308,,
ENSG00000273311,DGCR11,DiGeorge syndrome critical region gene 11
ENSG00000273319,,
ENSG00000273327,OR6L2P,olfactory receptor family 6 subfamily L member 2 pseudogene
ENSG00000273329,,
ENSG00000273340,MICE,MHC class I polypeptide-related sequence E (pseudogene)
ENSG00000273344,PAXIP1-DT,PAXIP1 divergent transcript
ENSG00000273363,,
ENSG00000273373,,
ENSG00000273374,,
ENSG00000273381,,
ENSG00000273382,TMEM167B-DT,TMEM167B divergent transcript
ENSG00000273387,,
ENSG00000273391,,
ENSG00000273445,,
ENSG00000273447,,
ENSG00000273449,,
ENSG00000273454,,
ENSG00000273456,,
ENSG00000273472,,
ENSG00000273486,,
ENSG00000273487,,
ENSG00000273489,,
ENSG00000273507,LOC105370169,uncharacterized LOC105370169
ENSG00000273521,,
ENSG00000273542,H4C12,H4 clustered histone 12
ENSG00000273559,CWC25,CWC25 spliceosome associated protein
ENSG00000273576,,
ENSG00000273599,,
ENSG00000273604,EPOP,elongin BC and polycomb repressive complex 2 associated protein
ENSG00000273611,ZNHIT3,zinc finger HIT-type containing 3
ENSG00000273619,RPS21-DT,RPS21 divergent transcript
ENSG00000273691,,
ENSG00000273702,,
ENSG00000273703,H2BC14,H2B clustered histone 14
ENSG00000273729,,
ENSG00000273733,,
ENSG00000273749,CYFIP1,cytoplasmic FMR1 interacting protein 1
ENSG00000273759,,
ENSG00000273763,,
ENSG00000273768,LOC124904613,U1 spliceosomal RNA
ENSG00000273792,,
ENSG00000273802,H2BC8,H2B clustered histone 8
ENSG00000273812,LINC02970,long intergenic non-protein coding RNA 2970
ENSG00000273820,USP27X,ubiquitin specific peptidase 27 X-linked
ENSG00000273828,LOC124904917,uncharacterized LOC124904917
ENSG00000273841,TAF9,TATA-box binding protein associated factor 9
ENSG00000273888,,
ENSG00000273891,,
ENSG00000273899,NOL12,nucleolar protein 12
ENSG00000273906,,
ENSG00000273983,H3C8,H3 clustered histone 8
ENSG00000274010,ZFP91P1,ZFP91 pseudogene 1
ENSG00000274020,LINC01138,long independently transcribed non-coding RNA 1138
ENSG00000274021,,
ENSG00000274070,CASTOR2,cytosolic arginine sensor for mTORC1 subunit 2
ENSG00000274080,,
ENSG00000274104,,
ENSG00000274105,,
ENSG00000274180,NATD1,N-acetyltransferase domain containing 1
ENSG00000274184,,
ENSG00000274210,RNVU1-27,"RNA, variant U1 small nuclear 27"
ENSG00000274211,SOCS7,suppressor of cytokine signaling 7
ENSG00000274213,,
ENSG00000274220,,
ENSG00000274265,,
ENSG00000274270,,
ENSG00000274276,LOC102724560,cystathionine beta-synthase like
ENSG00000274286,ADRA2B,adrenoceptor alpha 2B
ENSG00000274290,H2BC6,H2B clustered histone 6
ENSG00000274297,,
ENSG00000274307,,
ENSG00000274308,RPS2P49,ribosomal protein S2 pseudogene 49
ENSG00000274315,,
ENSG00000274317,LINC02334,long intergenic non-protein coding RNA 2334
ENSG00000274349,ZNF658,zinc finger protein 658
ENSG00000274357,Metazoa_SRP,Metazoan signal recognition particle RNA
ENSG00000274370,,
ENSG00000274383,,
ENSG00000274397,,
ENSG00000274403,,
ENSG00000274421,,
ENSG00000274422,,
ENSG00000274441,,
ENSG00000274460,,
ENSG00000274461,LINC02930,long independently transcribed non-coding RNA 2930
ENSG00000274471,,
ENSG00000274523,RCC1L,RCC1 like
ENSG00000274536,MIR223HG,MIR223 host gene
ENSG00000274554,,
ENSG00000274561,,
ENSG00000274565,LOC107985020,uncharacterized LOC107985020
ENSG00000274576,IGHV2-70,immunoglobulin heavy variable 2-70
ENSG00000274598,,
ENSG00000274602,PI4KAP1,phosphatidylinositol 4-kinase alpha pseudogene 1
ENSG00000274605,PCCA-DT,PCCA divergent transcript
ENSG00000274618,H4C6,H4 clustered histone 6
ENSG00000274641,H2BC17,H2B clustered histone 17
ENSG00000274642,,
ENSG00000274653,,
ENSG00000274654,,
ENSG00000274712,,
ENSG00000274717,ADAMTS7P5,ADAMTS7 pseudogene 5
ENSG00000274737,,
ENSG00000274744,,
ENSG00000274750,H3C6,H3 clustered histone 6
ENSG00000274756,RPS2P50,ribosomal protein S2 pseudogene 50
ENSG00000274776,,
ENSG00000274828,,
ENSG00000274922,,
ENSG00000274925,ZKSCAN2-DT,ZKSCAN2 divergent transcript
ENSG00000274963,RN7SL600P,"RNA, 7SL, cytoplasmic 600, pseudogene"
ENSG00000274964,,
ENSG00000274997,H2AC12,H2A clustered histone 12
ENSG00000275004,ZNF280B,zinc finger protein 280B
ENSG00000275005,,
ENSG00000275014,RN7SL166P,"RNA, 7SL, cytoplasmic 166, pseudogene"
ENSG00000275017,,
ENSG00000275023,MLLT6,"MLLT6, PHD finger containing"
ENSG00000275029,HMGB1P24,high mobility group box 1 pseudogene 24
ENSG00000275052,PPP4R3B,protein phosphatase 4 regulatory subunit 3B
ENSG00000275055,,
ENSG00000275056,,
ENSG00000275066,SYNRG,synergin gamma
ENSG00000275074,NUDT18,nudix hydrolase 18
ENSG00000275084,SNORD91B,"small nucleolar RNA, C/D box 91B"
ENSG00000275090,RN7SL296P,"RNA, 7SL, cytoplasmic 296, pseudogene"
ENSG00000275110,,
ENSG00000275111,ZNF2,zinc finger protein 2
ENSG00000275120,LOC105370947,uncharacterized LOC105370947
ENSG00000275126,H4C13,H4 clustered histone 13
ENSG00000275131,PDE4DIPP2,PDE4DIP pseudogene 2
ENSG00000275139,,
ENSG00000275180,,
ENSG00000275183,LENG9,leukocyte receptor cluster member 9
ENSG00000275186,,
ENSG00000275198,LINC02960,long intergenic non-protein coding RNA 2960
ENSG00000275202,,
ENSG00000275285,,
ENSG00000275302,CCL4,C-C motif chemokine ligand 4
ENSG00000275318,LOC100419515,zinc finger protein 41 pseudogene
ENSG00000275328,SPDYE19P,"speedy/RINGO cell cycle regulator family member E19, pseudogene"
ENSG00000275340,FGD5P1,"FYVE, RhoGEF and PH domain containing 5 pseudogene 1"
ENSG00000275342,PRAG1,"PEAK1 related, kinase-activating pseudokinase 1"
ENSG00000275367,,
ENSG00000275379,H3C11,H3 clustered histone 11
ENSG00000275385,CCL18,C-C motif chemokine ligand 18
ENSG00000275395,FCGBP,Fc gamma binding protein
ENSG00000275413,,
ENSG00000275437,,
ENSG00000275454,,
ENSG00000275457,,
ENSG00000275458,MIR6809,microRNA 6809
ENSG00000275464,LOC102724159,periodic tryptophan protein 2 homolog
ENSG00000275468,,
ENSG00000275481,,
ENSG00000275491,LINC01730,long independently transcribed non-coding RNA 1730
ENSG00000275532,,
ENSG00000275552,,
ENSG00000275560,,
ENSG00000275562,SEPTIN7P12,septin 7 pseudogene 12
ENSG00000275580,,
ENSG00000275700,AATF,apoptosis antagonizing transcription factor
ENSG00000275713,H2BC9,H2B clustered histone 9
ENSG00000275714,H3C1,H3 clustered histone 1
ENSG00000275734,,
ENSG00000275764,,
ENSG00000275765,LOC100652758,uncharacterized LOC100652758
ENSG00000275803,RN7SL736P,"RNA, 7SL, cytoplasmic 736, pseudogene"
ENSG00000275807,,
ENSG00000275811,HTR1DP1,5-hydroxytryptamine receptor 1D pseudogene 1
ENSG00000275832,ARHGAP23,Rho GTPase activating protein 23
ENSG00000275835,TUBGCP5,tubulin gamma complex component 5
ENSG00000275878,RN7SL43P,"RNA, 7SL, cytoplasmic 43, pseudogene"
ENSG00000275880,NAXD-AS1,NAXD antisense RNA 1
ENSG00000275881,Metazoa_SRP,Metazoan signal recognition particle RNA
ENSG00000275888,,
ENSG00000275894,,
ENSG00000275895,LOC102724594,U2 small nuclear RNA auxiliary factor 1 like 5
ENSG00000275927,,
ENSG00000275964,,
ENSG00000275993,LOC102724428,salt inducible kinase 1B (putative)
ENSG00000276023,DUSP14,dual specificity phosphatase 14
ENSG00000276043,UHRF1,ubiquitin like with PHD and ring finger domains 1
ENSG00000276045,ORAI1,ORAI calcium release-activated calcium modulator 1
ENSG00000276058,STMN1P1,stathmin 1 pseudogene 1
ENSG00000276070,CCL4L2,C-C motif chemokine ligand 4 like 2
ENSG00000276071,,
ENSG00000276085,CCL3L3,C-C motif chemokine ligand 3 like 3
ENSG00000276107,THBS1-IT1,THBS1 intronic transcript 1
ENSG00000276115,,
ENSG00000276141,WHAMMP3,WHAMM pseudogene 3
ENSG00000276168,RN7SL1,RNA component of signal recognition particle 7SL1
ENSG00000276180,H4C9,H4 clustered histone 9
ENSG00000276231,PIK3R6,phosphoinositide-3-kinase regulatory subunit 6
ENSG00000276234,TADA2A,transcriptional adaptor 2A
ENSG00000276248,,
ENSG00000276255,LINC02809,long independently transcribed non-coding RNA 2809
ENSG00000276259,,
ENSG00000276281,RN7SL126P,"RNA, 7SL, cytoplasmic 126, pseudogene"
ENSG00000276291,FRG1HP,"FSHD region gene 1 family member H, pseudogene"
ENSG00000276293,PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta
ENSG00000276334,,
ENSG00000276337,,
ENSG00000276368,H2AC14,H2A clustered histone 14
ENSG00000276409,CCL14,C-C motif chemokine ligand 14
ENSG00000276410,H2BC3,H2B clustered histone 3
ENSG00000276449,,
ENSG00000276488,,
ENSG00000276517,,
ENSG00000276523,,
ENSG00000276533,,
ENSG00000276545,PCDHGB9P,"protocadherin gamma subfamily B, 9 pseudogene"
ENSG00000276547,PCDHGB5,"protocadherin gamma subfamily B, 5"
ENSG00000276550,HERC2P2,HERC2 pseudogene 2
ENSG00000276564,,
ENSG00000276593,,
ENSG00000276600,RAB7B,"RAB7B, member RAS oncogene family"
ENSG00000276644,DACH1,dachshund family transcription factor 1
ENSG00000276649,,
ENSG00000276672,,
ENSG00000276698,,
ENSG00000276710,CSPG4P10,chondroitin sulfate proteoglycan 4 pseudogene 10
ENSG00000276728,,
ENSG00000276735,Metazoa_SRP,Metazoan signal recognition particle RNA
ENSG00000276740,,
ENSG00000276744,,
ENSG00000276765,MIR8073,microRNA 8073
ENSG00000276775,IGHV4-4,immunoglobulin heavy variable 4-4
ENSG00000276778,LINC02227,long independently transcribed non-coding RNA 2227
ENSG00000276791,,
ENSG00000276805,,
ENSG00000276809,,
ENSG00000276853,,
ENSG00000276855,,
ENSG00000276900,AMN1-AS1,AMN1 antisense RNA 1
ENSG00000276903,H2AC16,H2A clustered histone 16
ENSG00000276916,,
ENSG00000276952,,
ENSG00000276966,H4C5,H4 clustered histone 5
ENSG00000276975,HYDIN2,HYDIN axonemal central pair apparatus protein 2 (pseudogene)
ENSG00000276980,,
ENSG00000277007,,
ENSG00000277072,STAG3L2,STAG3 cohesin complex component like 2 (pseudogene)
ENSG00000277075,H2AC8,H2A clustered histone 8
ENSG00000277130,,
ENSG00000277142,LINC00235,long intergenic non-protein coding RNA 235
ENSG00000277147,LINC00869,long intergenic non-protein coding RNA 869
ENSG00000277149,TYW1B,tRNA-yW synthesizing protein 1 homolog B
